COURSECODE,COURSENAME,REPDAY,STARTHOUR,STARTMIN,ENDHOUR,ENDMIN,LOCATION
MATH10060,Numerical Ordinary Differential Equations and Applications,Monday,14,10,15,00,No Location Data Available
