COURSECODE,COURSENAME,REPDAY,STARTHOUR,STARTMIN,ENDHOUR,ENDMIN,LOCATION
LASC08017,LEL2A: Linguistic Theory and the Structure of English,Thursday,09,00,09,50,No Location Data Available
