COURSECODE,COURSENAME,REPDAY,STARTHOUR,STARTMIN,ENDHOUR,ENDMIN,LOCATION
ENAI07007,CSE English for Academic Purposes 1,Wednesday,15,00,17,00,No Location Data Available
