COURSECODE,COURSENAME,REPDAY,STARTHOUR,STARTMIN,ENDHOUR,ENDMIN,LOCATION,NEWNAME
IMES08027,Arabic 1b,Friday,14,00,14,50,Central,
LATI10031,Latin 2Hb,Wednesday,10,00,10,50,Central,
LATI10031,Latin 2Hb,Friday,10,00,10,50,Central,
LATI10031,Latin 2Hb,Thursday,10,00,10,50,Central,
LATI10031,Latin 2Hb,Tuesday,10,00,10,50,Central,
CLGE08002,The Greek World 1B: Greeces New Horizons,Monday,16,10,17,00,Central,
CLGE08002,The Greek World 1B: Greeces New Horizons,Thursday,16,10,17,00,Central,
CLGE08002,The Greek World 1B: Greeces New Horizons,Tuesday,16,10,17,00,Central,
ELEE08001,Electrical Engineering 1,Thursday,14,10,17,00,Kings Buildings,
ELEE08001,Electrical Engineering 1,Monday,14,10,15,00,Kings Buildings,
ELEE08001,Electrical Engineering 1,Monday,15,10,16,00,Kings Buildings,
ELEE08001,Electrical Engineering 1,Tuesday,14,10,15,00,Kings Buildings,
ELEE08001,Electrical Engineering 1,Thursday,14,10,15,00,Kings Buildings,
ELEE08001,Electrical Engineering 1,Thursday,10,00,10,50,Central,
ELEE08001,Electrical Engineering 1,Friday,10,00,10,50,Central,
ELEE08001,Electrical Engineering 1,Tuesday,14,10,17,00,Kings Buildings,
ELEE08001,Electrical Engineering 1,Monday,10,00,10,50,Central,
ELEE08001,Electrical Engineering 1,Thursday,16,10,17,00,Kings Buildings,
ELEE08001,Electrical Engineering 1,Monday,14,10,15,00,Kings Buildings,
ELEE08001,Electrical Engineering 1,Tuesday,15,10,16,00,Kings Buildings,
ELEE08001,Electrical Engineering 1,Thursday,15,10,16,00,Kings Buildings,
BILG09005,Genomes and Genomics 3,Thursday,11,10,13,00,Kings Buildings,
BILG09005,Genomes and Genomics 3,Thursday,09,00,10,50,Kings Buildings,
BILG09005,Genomes and Genomics 3,Monday,10,00,10,50,Kings Buildings,
BILG09005,Genomes and Genomics 3,Monday,11,10,13,00,Kings Buildings,
GREE10017,Greek 1Ha,Tuesday,11,10,12,00,Central,
GREE10017,Greek 1Ha,Monday,11,10,12,00,Central,
GREE10017,Greek 1Ha,Thursday,11,10,12,00,Central,
GREE10017,Greek 1Ha,Wednesday,11,10,12,00,Central,
PHIL10078,Normative theory,Friday,14,00,15,50,No Location Data Available,
PHIL10078,Normative theory,Friday,14,10,16,00,No Location Data Available,
CHEE11010,Separation Processes 5,Thursday,12,10,13,00,Kings Buildings,
CHEE11010,Separation Processes 5,Wednesday,12,10,13,00,Kings Buildings,
SCEE08006,Engineering Thermodynamics 2,Monday,11,10,12,00,Kings Buildings,
SCEE08006,Engineering Thermodynamics 2,Friday,11,10,12,00,Kings Buildings,
SCEE08006,Engineering Thermodynamics 2,Monday,14,10,17,00,Kings Buildings,
SCEE08006,Engineering Thermodynamics 2,Thursday,14,10,15,00,Kings Buildings,
SCEE08006,Engineering Thermodynamics 2,Thursday,15,10,16,00,Kings Buildings,
SCEE08006,Engineering Thermodynamics 2,Thursday,16,10,17,00,Kings Buildings,
SCEE08006,Engineering Thermodynamics 2,Friday,14,10,17,00,Kings Buildings,
SCET08008,Scotland and Orality,Tuesday,16,10,17,00,No Location Data Available,
SCET08008,Scotland and Orality,Monday,16,10,17,00,Central,
SCET08008,Scotland and Orality,Thursday,16,10,17,00,No Location Data Available,
HIST10280,Medicine Science and Politics at the Courts of Early Modern Europe,Wednesday,11,10,13,00,No Location Data Available,
HIST10280,Medicine Science and Politics at the Courts of Early Modern Europe,Wednesday,11,10,13,00,No Location Data Available,
MATH11093,Analysis of Nonlinear Waves,Monday,14,10,15,00,No Location Data Available,
MATH11093,Analysis of Nonlinear Waves,Thursday,14,10,15,00,No Location Data Available,
MATH11093,Analysis of Nonlinear Waves,Friday,10,00,10,50,No Location Data Available,
ELEE08016,Analogue Circuits 2,Wednesday,10,00,10,50,No Location Data Available,
ELEE08016,Analogue Circuits 2,Thursday,12,10,13,00,No Location Data Available,
ELEE08016,Analogue Circuits 2,Monday,11,10,12,00,Kings Buildings,
ELEE08016,Analogue Circuits 2,Tuesday,11,10,12,00,Kings Buildings,
MAEE09004,Manufacturing Information Systems (MIS) 3,Monday,10,00,12,00,Kings Buildings,
MAEE09004,Manufacturing Information Systems (MIS) 3,Friday,14,00,14,50,No Location Data Available,
MAEE09004,Manufacturing Information Systems (MIS) 3,Monday,09,00,09,50,No Location Data Available,
IMES10042,Persian 4,Friday,14,00,15,50,No Location Data Available,
IMES10042,Persian 4,Monday,12,10,13,50,No Location Data Available,
IMES10042,Persian 4,Friday,13,10,14,00,No Location Data Available,
BILG09010,Developmental Biology 3,Thursday,13,30,15,30,No Location Data Available,
BILG09010,Developmental Biology 3,Monday,13,30,15,30,Kings Buildings,
BICH10016,Drug Discovery,Thursday,14,00,15,50,Kings Buildings,
BICH10016,Drug Discovery,Tuesday,14,00,15,50,Kings Buildings,
ELEE10004,Power Electronics 4,Monday,14,00,14,50,No Location Data Available,
ELEE10004,Power Electronics 4,Thursday,14,00,14,50,No Location Data Available,
ELEE10004,Power Electronics 4,Thursday,16,10,17,00,No Location Data Available,
ELCF07004,Intermediate French Language,Tuesday,14,10,16,00,No Location Data Available,
ELCF07004,Intermediate French Language,Thursday,16,10,18,00,No Location Data Available,
ELCF07004,Intermediate French Language,Thursday,16,10,18,00,No Location Data Available,
ELCF07004,Intermediate French Language,Monday,16,10,18,00,No Location Data Available,
INFR09014,Language Semantics and Implementation,Monday,12,10,13,00,Central,
INFR09014,Language Semantics and Implementation,Thursday,12,10,13,00,Central,
MUSI08052,Listening and Musicianship 2,Friday,12,10,13,00,Central,
MUSI08052,Listening and Musicianship 2,Friday,14,00,14,50,Central,
MUSI08052,Listening and Musicianship 2,Friday,12,10,13,00,Central,
MUSI08052,Listening and Musicianship 2,Friday,14,00,14,50,Central,
CHEM10021,Properties and Reactions of Matter Level 10,Thursday,14,00,14,50,Kings Buildings,
CHEM10021,Properties and Reactions of Matter Level 10,Monday,14,00,14,50,Kings Buildings,
CHEM10021,Properties and Reactions of Matter Level 10,Friday,14,00,14,50,Kings Buildings,
CHEM10021,Properties and Reactions of Matter Level 10,Thursday,14,00,14,50,Kings Buildings,
CHEM10021,Properties and Reactions of Matter Level 10,Tuesday,14,00,14,50,Kings Buildings,
CHEM10021,Properties and Reactions of Matter Level 10,Friday,14,00,14,50,Kings Buildings,
BUST10103,A Global Problem? Climate Change and a Low Carbon World,Monday,16,10,18,00,Central,
BUST10103,A Global Problem? Climate Change and a Low Carbon World,Monday,16,10,18,00,Central,
HIST08002,European History 1,Tuesday,09,00,09,50,No Location Data Available,
HIST08002,European History 1,Wednesday,09,00,09,50,No Location Data Available,
HIST08002,European History 1,Friday,09,00,09,50,No Location Data Available,
EASC10048,Applied Environmental Geochemistry,Thursday,11,10,13,00,Kings Buildings,
EASC10048,Applied Environmental Geochemistry,Tuesday,11,10,13,00,Kings Buildings,
EASC10048,Applied Environmental Geochemistry,Friday,11,10,13,00,Kings Buildings,
PSYL08008,Psychology 1: mind and brain (VS2),Monday,11,10,12,00,Central,
PSYL08008,Psychology 1: mind and brain (VS2),Friday,11,10,12,00,Central,
PSYL08008,Psychology 1: mind and brain (VS2),Wednesday,11,10,12,00,Central,
SCSU08002,History of Science 1,Tuesday,17,10,18,00,Central,
SCSU08002,History of Science 1,Thursday,17,10,18,00,Central,
SCSU08002,History of Science 1,Monday,17,10,18,00,Central,
ENLI08003,English Literature 2,Friday,12,10,13,00,Central,
ENLI08003,English Literature 2,Wednesday,12,10,13,00,Central,
ENLI08003,English Literature 2,Monday,12,10,13,00,Central,
IMES10024,Arabic Oral,Monday,12,10,13,00,Central,
IMES10024,Arabic Oral,Friday,12,10,13,00,Central,
IMES10024,Arabic Oral,Monday,11,10,12,00,Central,
IMES10024,Arabic Oral,Monday,10,00,10,50,Central,
PHYS10015,Lagrangian Dynamics,Thursday,15,00,17,00,Kings Buildings,
PHYS10015,Lagrangian Dynamics,Friday,11,10,12,00,Kings Buildings,
PHYS10015,Lagrangian Dynamics,Tuesday,11,10,12,00,Kings Buildings,
ASST08034,Modern China in Literature and Film,Thursday,16,10,17,00,Central,
ASST08034,Modern China in Literature and Film,Thursday,15,00,15,50,Central,
ASST08034,Modern China in Literature and Film,Thursday,14,00,14,50,Central,
ASST08034,Modern China in Literature and Film,Tuesday,15,00,15,50,No Location Data Available,
ASST08034,Modern China in Literature and Film,Monday,15,00,15,50,No Location Data Available,
RCSS08003,Technology in Society,Monday,12,10,13,00,Central,
RCSS08003,Technology in Society,Tuesday,12,10,13,00,Central,
NEBM10025,The Neurobiology of Cognition,Monday,14,00,17,00,No Location Data Available,
NEBM10025,The Neurobiology of Cognition,Thursday,10,00,12,00,No Location Data Available,
SCPL10024,Analytical Perspectives in Social Policy,Wednesday,12,10,13,00,No Location Data Available,
SCPL10024,Analytical Perspectives in Social Policy,Friday,12,10,13,00,No Location Data Available,
MIBM10021,Vaccines,Thursday,09,00,13,00,Central,
MIBM10021,Vaccines,Monday,09,00,13,00,Central,
EASC09011,Igneous Petrogenesis,Friday,10,00,12,00,Kings Buildings,
EASC09011,Igneous Petrogenesis,Friday,09,00,09,50,Kings Buildings,
ASST08041,Politics and the Economy of Japan,Friday,10,00,10,50,No Location Data Available,
ASST08041,Politics and the Economy of Japan,Thursday,09,00,10,50,No Location Data Available,
SPRT08001,Sport and Recreation Management: Research Methods 2B,Thursday,10,00,13,00,No Location Data Available,
SPRT08001,Sport and Recreation Management: Research Methods 2B,Friday,11,10,13,00,No Location Data Available,
SPRT08001,Sport and Recreation Management: Research Methods 2B,Tuesday,11,10,13,00,No Location Data Available,
MSBM08001,Anatomy and Pathology 2,Thursday,09,00,09,50,MED+VET,
MSBM08001,Anatomy and Pathology 2,Monday,13,10,13,50,MED+VET,
MSBM08001,Anatomy and Pathology 2,Thursday,14,00,17,00,MED+VET,
MSBM08001,Anatomy and Pathology 2,Friday,13,10,13,50,MED+VET,
LASC10009,Middle English,Thursday,14,10,15,00,Central,
LASC10009,Middle English,Friday,14,10,15,00,Central,
LASC10009,Middle English,Monday,14,10,15,00,Central,
LASC10057,Prosody (Honours),Friday,11,10,12,00,No Location Data Available,
LASC10057,Prosody (Honours),Thursday,11,10,12,00,No Location Data Available,
LASC10057,Prosody (Honours),Monday,11,10,12,00,No Location Data Available,
SCEE08005,Materials Science and Engineering 2,Wednesday,10,00,10,50,Kings Buildings,
SCEE08005,Materials Science and Engineering 2,Monday,09,00,09,50,Kings Buildings,
SCEE08005,Materials Science and Engineering 2,Thursday,14,10,17,00,Kings Buildings,
SCEE08005,Materials Science and Engineering 2,Monday,14,10,17,00,Kings Buildings,
SCEE08005,Materials Science and Engineering 2,Friday,14,10,17,00,Kings Buildings,
SCEE08005,Materials Science and Engineering 2,Wednesday,11,10,12,00,Kings Buildings,
SCEE08005,Materials Science and Engineering 2,Wednesday,12,10,13,00,Kings Buildings,
SCEE08005,Materials Science and Engineering 2,Thursday,09,00,09,50,No Location Data Available,
PHIL08017,Knowledge and Reality,Thursday,14,10,15,00,No Location Data Available,
PHIL08017,Knowledge and Reality,Friday,14,10,15,00,No Location Data Available,
PHIL08017,Knowledge and Reality,Tuesday,14,10,15,00,Central,
IMES08035,Islamic History: From the Origins of Islam to the Age of Suleyman the Magnificent,Tuesday,12,10,13,00,No Location Data Available,
IMES08035,Islamic History: From the Origins of Islam to the Age of Suleyman the Magnificent,Monday,12,10,13,00,No Location Data Available,
IMES08035,Islamic History: From the Origins of Islam to the Age of Suleyman the Magnificent,Thursday,12,10,13,00,No Location Data Available,
CIVE11029,The Finite Element Method 5,Monday,16,10,18,00,No Location Data Available,
CIVE11029,The Finite Element Method 5,Monday,14,00,15,50,No Location Data Available,
CIVE11029,The Finite Element Method 5,Friday,09,00,10,50,No Location Data Available,
CIVE11029,The Finite Element Method 5,Friday,12,10,13,00,No Location Data Available,
SCWR08005,From Research into Practice: Landmarks in Social Work Research,Thursday,11,10,12,00,Central,
SCWR08005,From Research into Practice: Landmarks in Social Work Research,Tuesday,11,10,12,00,Central,
BUST08004,Marketing,Tuesday,16,10,17,00,Central,
BUST08004,Marketing,Thursday,16,10,17,00,Central,
PHIL10050,Advanced Topics in Philosophy of Science,Thursday,11,10,13,00,No Location Data Available,
PHIL10050,Advanced Topics in Philosophy of Science,Thursday,11,10,13,00,No Location Data Available,
SCIL08008,Sustainable Development 1a: Introducing Sustainable Development,Friday,09,00,09,50,No Location Data Available,
SCIL08008,Sustainable Development 1a: Introducing Sustainable Development,Tuesday,09,00,09,50,No Location Data Available,
CHEM09010,Chemistry 3A (VS2),Monday,09,00,12,00,Kings Buildings,
CHEM09010,Chemistry 3A (VS2),Wednesday,09,00,09,50,No Location Data Available,
CHEM09010,Chemistry 3A (VS2),Thursday,09,00,12,00,Kings Buildings,
LAWS10075,Family Law,Tuesday,09,00,10,50,Central,
LAWS10075,Family Law,Tuesday,14,00,15,50,No Location Data Available,
CHEE11008,Batchwise and Semibatch Processing 5,Wednesday,11,10,12,00,No Location Data Available,
CHEE11008,Batchwise and Semibatch Processing 5,Thursday,09,00,09,50,No Location Data Available,
CHEE11008,Batchwise and Semibatch Processing 5,Thursday,11,10,12,00,No Location Data Available,
MATH08070,Mathematics for Science and Engineering 2b,Tuesday,09,00,09,50,Kings Buildings,
MATH08070,Mathematics for Science and Engineering 2b,Thursday,10,00,10,50,No Location Data Available,
MATH08070,Mathematics for Science and Engineering 2b,Monday,10,00,10,50,No Location Data Available,
MATH08070,Mathematics for Science and Engineering 2b,Tuesday,10,00,10,50,Kings Buildings,
PHYS08017,Physics 1B:  The Stuff of the Universe,Monday,14,00,17,00,Kings Buildings,
PHYS08017,Physics 1B:  The Stuff of the Universe,Thursday,14,00,17,00,Kings Buildings,
PHYS08017,Physics 1B:  The Stuff of the Universe,Friday,14,00,17,00,Kings Buildings,
PHYS08017,Physics 1B:  The Stuff of the Universe,Tuesday,14,00,17,00,Kings Buildings,
PHYS08017,Physics 1B:  The Stuff of the Universe,Monday,11,10,12,00,Central,
PHYS08017,Physics 1B:  The Stuff of the Universe,Wednesday,11,10,12,00,Central,
PHYS08017,Physics 1B:  The Stuff of the Universe,Friday,11,10,12,00,Central,
MATH08059,Proofs and Problem Solving,Friday,10,00,10,50,No Location Data Available,
MATH08059,Proofs and Problem Solving,Thursday,10,00,10,50,No Location Data Available,
MATH08059,Proofs and Problem Solving,Monday,09,00,10,50,Central,
MATH08059,Proofs and Problem Solving,Monday,14,00,15,50,Central,
MATH08059,Proofs and Problem Solving,Wednesday,10,00,10,50,No Location Data Available,
MATH08059,Proofs and Problem Solving,Monday,16,10,18,00,Central,
LATI08011,Latin 2A,Friday,10,00,10,50,Central,
LATI08011,Latin 2A,Thursday,10,00,10,50,Central,
LATI08011,Latin 2A,Tuesday,10,00,10,50,Central,
LATI08011,Latin 2A,Wednesday,10,00,10,50,Central,
ELCI08005,Italian Literature: Texts in Context 2,Monday,14,00,14,50,Central,
ELCI08005,Italian Literature: Texts in Context 2,Thursday,14,00,14,50,Central,
ELCI08005,Italian Literature: Texts in Context 2,Monday,14,00,14,50,No Location Data Available,
ELCI08005,Italian Literature: Texts in Context 2,Thursday,14,00,14,50,No Location Data Available,
BILG08003,Genes and Gene Action 2,Thursday,12,10,13,00,Kings Buildings,
BILG08003,Genes and Gene Action 2,Wednesday,10,00,13,00,No Location Data Available,
BILG08003,Genes and Gene Action 2,Wednesday,14,00,17,00,Kings Buildings,
BILG08003,Genes and Gene Action 2,Friday,10,00,10,50,Kings Buildings,
BILG08003,Genes and Gene Action 2,Tuesday,10,00,10,50,Kings Buildings,
BILG08003,Genes and Gene Action 2,Wednesday,14,00,15,50,Kings Buildings,
BILG08003,Genes and Gene Action 2,Thursday,14,00,15,50,Kings Buildings,
BILG08003,Genes and Gene Action 2,Wednesday,10,00,12,00,Kings Buildings,
LAWS08119,International Private Law Ordinary,Friday,11,10,12,00,No Location Data Available,
LAWS08119,International Private Law Ordinary,Friday,10,00,10,50,No Location Data Available,
PHIL10125,Philosophy of Time Travel,Thursday,09,00,10,50,No Location Data Available,
PHIL10125,Philosophy of Time Travel,Tuesday,09,00,10,50,No Location Data Available,
ECNM10025,History of Economic Thought 1,Monday,11,10,13,00,Central,
ECNM10025,History of Economic Thought 1,Monday,11,10,13,00,Central,
REST10014,Christianity in Asia: Past Patterns and Present Processes 3/4,Thursday,11,10,13,00,No Location Data Available,
REST10014,Christianity in Asia: Past Patterns and Present Processes 3/4,Thursday,10,00,10,50,No Location Data Available,
PHIL08005,Philosophy of Science 1,Monday,17,10,18,00,No Location Data Available,
PHIL08005,Philosophy of Science 1,Thursday,17,10,18,00,No Location Data Available,
PHIL08005,Philosophy of Science 1,Tuesday,17,10,18,00,No Location Data Available,
ECSH08035,Economic History 2: the Global Economy since 1500,Monday,15,00,15,50,Central,
ECSH08035,Economic History 2: the Global Economy since 1500,Tuesday,15,00,15,50,Central,
ECSH08035,Economic History 2: the Global Economy since 1500,Thursday,15,00,15,50,Central,
GREE10027,Greek 2Ha,Tuesday,11,10,12,00,Central,
GREE10027,Greek 2Ha,Monday,11,10,12,00,Central,
GREE10027,Greek 2Ha,Thursday,11,10,12,00,Central,
GREE10027,Greek 2Ha,Friday,11,10,12,00,Central,
BIME08005,Physiology 2,Monday,10,00,10,50,Kings Buildings,
BIME08005,Physiology 2,Friday,11,10,12,00,Kings Buildings,
BIME08005,Physiology 2,Tuesday,12,10,13,00,Kings Buildings,
BIME08005,Physiology 2,Monday,14,00,17,00,MED+VET,
BIME08005,Physiology 2,Thursday,14,00,17,00,MED+VET,
THET08017,Christian Theology: Doctrines and Debates,Monday,15,00,15,50,No Location Data Available,
THET08017,Christian Theology: Doctrines and Debates,Thursday,15,00,15,50,No Location Data Available,
THET08017,Christian Theology: Doctrines and Debates,Tuesday,15,00,15,50,No Location Data Available,
PSYL10041,Clinical Neuropsychology: a Cognitive Perspective,Thursday,14,10,16,00,Central,
PSYL10041,Clinical Neuropsychology: a Cognitive Perspective,Thursday,14,10,16,00,Central,
PSYL10006,Human Working Memory,Friday,09,00,10,50,Central,
PSYL10006,Human Working Memory,Friday,09,00,10,50,No Location Data Available,
INFR09025,Computer Security,Thursday,16,10,17,00,Central,
INFR09025,Computer Security,Monday,16,10,17,00,Central,
ENLI10342,Writing for Theatre: An Introduction,Wednesday,11,10,13,00,No Location Data Available,
ENLI10342,Writing for Theatre: An Introduction,Wednesday,11,10,13,00,No Location Data Available,
