description,name,status,timstas,bstoptyp,sub,crlang,atcoco,indictr,st,clrdwco,mdatti,loccode,plateco,revnum,notslang,nrthing,sublang,gplnme,bearing,plocnme,notes,gridtyp,landmrk,scnlang,comnme,locnme,indlang,crossing,town,crdatti,dwaittm,lnmlang,conmlan,stlang,lat,modif,stoptyp,easting,shconme,napco,long,aareacod,locacntr,towlang,geometry
,atcoco:,del,OTH,MKD,,,6200000001,Braid Hills Golf Course,Glenlockhart Road,,2003-11-11T00:00:00,N0078392,,,en,670177,,,E,Edinburgh,-,U,The Steils,,The Steils,Craiglockhart,en,,,2008-01-27T00:00:00,,en,en,en,55.91857,new,BCT,323542,,36235952,-3.22492,124,0,,"<Point><coordinates>-3.22492,55.91857</coordinates></Point>"
,atcoco:,act,TIP,MKD,,,6200000002,at,Torphichen Street,,2010-05-26T00:00:00,ES001737,,3,,673336,,,E,Edinburgh,,U,opp 21,,Terminus,Haymarket,en,,,2008-01-27T00:00:00,,en,en,en,55.94708,rev,BCT,324384,,36236396,-3.21234,124,0,,"<Point><coordinates>-3.21234,55.94708</coordinates></Point>"
,atcoco:,del,PPT,MKD,,,6200000003,At EICC,Morrison Street,,2007-11-28T00:00:00,N0078274,,1,,673193,,,E,Edinburgh,,U,Semple Street,,Semple Street,Fountainbridge,en,,,2008-01-27T00:00:00,,en,en,en,55.94583,rev,BCT,324561,,36236397,-3.20946,124,0,,"<Point><coordinates>-3.20946,55.94583</coordinates></Point>"
,atcoco:,del,OTH,MKD,,,6200000006,Holyrood Bowling Club,Regent Road,,2003-11-11T00:00:00,ES000581,,,en,674287,,,E,Edinburgh,-,U,Abbeymount,,Abbeymount,Calton,en,,,2008-01-27T00:00:00,,en,en,en,55.95601,new,BCT,326851,,36235897,-3.1731,124,0,,"<Point><coordinates>-3.1731,55.95601</coordinates></Point>"
,atcoco:,del,PPT,MKD,,,6200000007,At Meadowbank Retail Park,Marionville Road,,2010-01-29T00:00:00,ES002436,,2,,674421,,,E,Edinburgh,,U,Abbey Lane,,Abbey Lane,Lochend,en,,,2008-01-27T00:00:00,,en,en,en,55.95731,rev,BCT,327470,,36247679,-3.16323,124,0,,"<Point><coordinates>-3.16323,55.95731</coordinates></Point>"
,atcoco:,del,OTH,MKD,,,6200000008,Holyrood Bowling Club,Regent Road,,2003-11-11T00:00:00,ES000581,,,en,674272,,,W,Edinburgh,-,U,Abbeymount,,Abbeymount,Calton,en,,,2008-01-27T00:00:00,,en,en,en,55.95588,new,BCT,326877,,36236769,-3.17268,124,0,,"<Point><coordinates>-3.17268,55.95588</coordinates></Point>"
,atcoco:,del,OTH,MKD,,,6200000011,Edinburgh Park,Lochside Crescent,,2003-11-11T00:00:00,N0078275,,,en,671899,,,E,Edinburgh,-,U,Redheughs Avenue,,Redheughs Avenue,Edinburgh Park,en,,,2008-01-27T00:00:00,,en,en,en,55.93314,new,BCT,318071,,36236843,-3.31296,124,0,,"<Point><coordinates>-3.31296,55.93314</coordinates></Point>"
,atcoco:,del,OTH,MKD,,,6200000012,Edinburgh Park,Lochside Crescent,,2003-11-11T00:00:00,N0078275,,,en,671900,,,W,Edinburgh,-,U,Redheughs Avenue,,Redheughs Avenue,Edinburgh Park,en,,,2008-01-27T00:00:00,,en,en,en,55.93313,new,BCT,317960,,36298724,-3.31473,124,0,,"<Point><coordinates>-3.31473,55.93313</coordinates></Point>"
,atcoco:,del,OTH,MKD,,,6200000013,Edinburgh Park,Edinburgh Park,,2009-06-02T00:00:00,N0078275,,3,,672076,,,S,Edinburgh,,U,South Gyle Broadway,,South Gyle Broadway,Edinburgh Park,en,,,2008-01-27T00:00:00,,en,en,en,55.9347,rev,BCT,317906,,36236846,-3.31565,124,1,,"<Point><coordinates>-3.31565,55.9347</coordinates></Point>"
,atcoco:,del,OTH,MKD,,,6200000014,Edinburgh Park,Edinburgh Park,,2009-06-02T00:00:00,N0078275,,3,,672080,,,N,Edinburgh,,U,South Gyle Broadway,,South Gyle Broadway,Edinburgh Park,en,,,2008-01-27T00:00:00,,en,en,en,55.93473,rev,BCT,317858,,36236847,-3.31642,124,1,,"<Point><coordinates>-3.31642,55.93473</coordinates></Point>"
,atcoco:,del,PPT,MKD,,,6200000015,South Gyle Crescent,Redheughs Avenue,,2007-02-15T00:00:00,N0067298,,0,,671879,,,N,,,U,South Gyle Crescent,,South Gyle Crescent,Gogar,en,,,2008-01-27T00:00:00,,en,en,en,55.93301,del,BCT,318332,,36236842,-3.30877,124,0,,"<Point><coordinates>-3.30877,55.93301</coordinates></Point>"
,atcoco:,del,PPT,MKD,,,6200000017,At Safeways,Cramond Road South,,2007-02-15T00:00:00,ES000856,,1,,675488,,,W,Edinburgh,,U,Davidsons Mains,,Davidsons Mains,Cramond,en,,,2008-01-27T00:00:00,,en,en,en,55.9658,rev,BCT,320546,,36247682,-3.27441,124,0,,"<Point><coordinates>-3.27441,55.9658</coordinates></Point>"
,atcoco:,del,PPT,MKD,,,6200000020,Opp Milrig Cottages,New Liston Road,,2007-12-17T00:00:00,ES002196,,2,,673400,,,S,,,U,Milrig Cottages,,Milrig Cottages,Kirkliston,en,,,2008-01-27T00:00:00,,en,en,en,55.94551,rev,BCT,311800,,36247683,-3.41379,124,0,,"<Point><coordinates>-3.41379,55.94551</coordinates></Point>"
,atcoco:,del,OTH,MKD,,,6200000050,adj,Bankhead Road,,2010-07-08T00:00:00,ES000977,,1,,677890,,,S,,,U,Station Road,,Bankhead Cottages,Dalmeny,en,,,2008-01-27T00:00:00,,en,en,en,55.98628,rev,BCT,314249,,36237967,-3.37602,124,0,,"<Point><coordinates>-3.37602,55.98628</coordinates></Point>"
,atcoco:,act,TIP,HAR,,,6200100000,opp,Craigs Road,,2010-01-26T00:00:00,N0078330,,6,,673241,,,SE,Edinburgh,,U,Craigmount High School,,Craigmount High School,East Craigs,en,,,2008-11-04T00:00:00,,en,en,en,55.94533,rev,BCT,318859,,36253234,-3.30075,124,0,,"<Point><coordinates>-3.30075,55.94533</coordinates></Point>"
,atcoco:,act,OTH,HAR,,,6200100001,at,Craigs Road,,2010-07-02T00:00:00,N0078330,,7,,673223,,,NW,Edinburgh,,U,Craigmount High School,,Craigmount High School,East Craigs,en,,,2008-11-04T00:00:00,,en,en,en,55.94517,rev,BCT,318864,,36253235,-3.30067,124,0,,"<Point><coordinates>-3.30067,55.94517</coordinates></Point>"
,atcoco:,act,OTH,HAR,,,6200100002,before,Parkgrove Street,,2010-07-02T00:00:00,N0067256,,5,,674746,,,E,Edinburgh,,U,at 52,,Parkgrove Terrace,Clermiston,en,,,2008-11-04T00:00:00,,en,en,en,55.95897,rev,BCT,319576,,36253236,-3.28972,124,0,,"<Point><coordinates>-3.28972,55.95897</coordinates></Point>"
,atcoco:,act,OTH,HAR,,,6200100003,opp,Rannoch Road,,2010-07-02T00:00:00,N0067256,,3,,674133,,,SE,Edinburgh,,U,at 49,,Alan Breck Gardens,Clermiston,en,,,2008-11-04T00:00:00,,en,en,en,55.95353,rev,BCT,320005,,36253237,-3.28267,124,0,,"<Point><coordinates>-3.28267,55.95353</coordinates></Point>"
,atcoco:,act,OTH,HAR,,,6200100004,near,Durar Drive,,2010-09-13T00:00:00,N0067256,,4,,674009,,,W,Edinburgh,,U,opp 31,,School,Clermiston,en,,,2008-11-04T00:00:00,,en,en,en,55.95232,rev,BCT,319384,,36253238,-3.29258,124,0,,"<Point><coordinates>-3.29258,55.95232</coordinates></Point>"
,atcoco:,act,OTH,HAR,,,6200100005,after,Craigs Road,,2010-07-02T00:00:00,N0078330,,3,,673349,,,NW,Edinburgh,,U,East Craigs Wynd,,East Craigs Wynd,East Craigs,en,,,2009-12-03T00:00:00,,en,en,en,55.94622,rev,BCT,318420,,36253284,-3.30781,124,0,,"<Point><coordinates>-3.30781,55.94622</coordinates></Point>"
,atcoco:,act,OTH,HAR,,,6200100006,before,Craigs Road,,2010-07-02T00:00:00,N0078330,,2,,673363,,,SE,Edinburgh,,U,East Craigs Wynd,,East Craigs Wynd,East Craigs,en,,,2009-12-03T00:00:00,,en,en,en,55.94635,rev,BCT,318413,,36253285,-3.30793,124,0,,"<Point><coordinates>-3.30793,55.94635</coordinates></Point>"
,atcoco:,act,OTH,HAR,,,6200100007,before,Parkgrove Drive,,2010-07-02T00:00:00,N0067256,,3,,674810,,,E,Edinburgh,,U,Parkgrove Avenue,,Parkgrove Avenue,Clermiston,en,,,2009-12-03T00:00:00,,en,en,en,55.95947,rev,BCT,319140,,36253286,-3.29672,124,0,,"<Point><coordinates>-3.29672,55.95947</coordinates></Point>"
,atcoco:,act,OTH,HAR,,,6200100008,before,Clermiston Cresent,,2010-07-02T00:00:00,N0067256,,1,,674758,,,S,Edinburgh,,U,Clerniston Hill,,Clermiston Hill,Clermiston,en,,,2009-12-03T00:00:00,,en,en,en,55.95915,rev,BCT,320018,,36253287,-3.28265,124,0,,"<Point><coordinates>-3.28265,55.95915</coordinates></Point>"
,atcoco:,act,OTH,HAR,,,6200100009,NW-bound,Marchbank Way,,2010-07-01T00:00:00,ES000233,,0,,666083,,,NW,,,U,Marchbank Way,,Marchbank Way,Balerno,en,,,2010-07-01T16:28:28,,en,en,en,55.88058,new,BCT,316203,,36253432,-3.34104,124,0,,"<Point><coordinates>-3.34104,55.88058</coordinates></Point>"
,atcoco:,act,OTH,HAR,,,6200100010,opp,Palmer Road,,2010-07-02T00:00:00,ES000952,,0,,668024,,,SE,,,U,Palmer Place,,Palmer Place,Currie,en,,,2010-07-02T10:31:14,,en,en,en,55.8983,new,BCT,317857,,36253434,-3.3152,124,0,,"<Point><coordinates>-3.3152,55.8983</coordinates></Point>"
,atcoco:,act,OTH,HAR,,,6200100011,opp,Pentland Place,,2010-07-02T00:00:00,ES000952,,0,,667850,,,SE,,,U,Forth View Road,,Forth View Road,Currie,en,,,2010-07-02T10:37:45,,en,en,en,55.89675,new,BCT,317935,,36253435,-3.3139,124,0,,"<Point><coordinates>-3.3139,55.89675</coordinates></Point>"
,atcoco:,act,OTH,HAR,,,6200100012,before,Dolphin Gardens East,,2010-07-02T00:00:00,ES000952,,0,,667728,,,W,,,U,Dolphin Avenue,,Dolphin Avenue,Currie,en,,,2010-07-02T10:57:23,,en,en,en,55.89561,new,BCT,317703,,36253436,-3.31757,124,0,,"<Point><coordinates>-3.31757,55.89561</coordinates></Point>"
,atcoco:,act,OTH,HAR,,,6200100013,after,Stewart Avenue,,2010-07-02T00:00:00,ES000952,,0,,667502,,,SW,,,U,Dolphin Road,,Stewart Crescent,Currie,en,,,2010-07-02T11:00:30,,en,en,en,55.89352,new,BCT,317326,,36253437,-3.32353,124,0,,"<Point><coordinates>-3.32353,55.89352</coordinates></Point>"
,atcoco:,act,OTH,HAR,,,6200100014,opp,Stewart Avenue,,2010-07-02T00:00:00,ES000952,,0,,667504,,,NE,,,U,Stewart Crescent,,Stewart Crescent,Currie,en,,,2010-07-02T11:40:54,,en,en,en,55.89353,new,BCT,317312,,36253438,-3.32376,124,0,,"<Point><coordinates>-3.32376,55.89353</coordinates></Point>"
,atcoco:,act,OTH,HAR,,,6200100015,after,Dolphin Gardens East,,2010-07-02T00:00:00,ES000952,,0,,667741,,,E,,,U,Dolphin Avenue,,Dolphin Avenue,Currie,en,,,2010-07-02T11:47:34,,en,en,en,55.89572,new,BCT,317685,,36253439,-3.31787,124,0,,"<Point><coordinates>-3.31787,55.89572</coordinates></Point>"
,atcoco:,act,OTH,HAR,,,6200100016,after,Pentland Place,,2010-07-02T00:00:00,ES000952,,0,,667840,,,NW,,,U,Forth View Road,,Forth View Road,Currie,en,,,2010-07-02T11:50:50,,en,en,en,55.89666,new,BCT,317927,,36253452,-3.31403,124,0,,"<Point><coordinates>-3.31403,55.89666</coordinates></Point>"
,atcoco:,act,OTH,HAR,,,6200100017,after,Palmer Road,,2010-07-02T00:00:00,ES000952,,0,,668018,,,N,,,U,Palmer Place,,Palmer Place,Currie,en,,,2010-07-02T11:54:08,,en,en,en,55.89824,new,BCT,317841,,36253453,-3.31546,124,0,,"<Point><coordinates>-3.31546,55.89824</coordinates></Point>"
,atcoco:,act,OTH,MKD,,,6200200000,at,Cockburn Crescent,,2010-03-03T00:00:00,ES000233,,5,,665625,,,W,,,U,Mansfield Road,,First Edinburgh Terminus,Balerno,en,,,2008-01-27T00:00:00,,en,en,en,55.8765,rev,BCT,316438,,36234963,-3.33715,124,1,,"<Point><coordinates>-3.33715,55.8765</coordinates></Point>"
,atcoco:,act,OTH,MKD,,,6200200010,at,Cockburn Crescent,,2010-03-03T00:00:00,ES000233,,1,,665625,,,W,,,U,Mansfield Road,,Lothian Buses Terminus,Balerno,en,,,2008-01-27T00:00:00,,en,en,en,55.8765,rev,BCT,316425,,36234964,-3.33736,124,1,,"<Point><coordinates>-3.33736,55.8765</coordinates></Point>"
,atcoco:,act,OTH,MKD,,,6200200020,after,Mansfield Road,,2010-03-03T00:00:00,ES000233,,3,,666001,,,N,,,U,opp 24 Marchbank Road,,Marchbank Drive,Balerno,en,,,2008-01-27T00:00:00,,en,en,en,55.87986,rev,BCT,316323,,36234954,-3.3391,124,0,,"<Point><coordinates>-3.3391,55.87986</coordinates></Point>"
,atcoco:,act,OTH,MKD,,,6200200030,opp,Bavelaw Road,,2009-09-16T00:00:00,ES000233,,2,,666240,,,N,,,U,Millbank,,Harlaw Road,Balerno,en,,,2008-01-27T00:00:00,,en,en,en,55.882,rev,BCT,316307,,36234956,-3.33943,124,0,,"<Point><coordinates>-3.33943,55.882</coordinates></Point>"
,atcoco:,act,OTH,MKD,,,6200200035,before,Bavelaw Road,,2010-09-01T00:00:00,ES000233,,5,,666463,,,N,,,U,Ladycroft,,Malleny House,Balerno,en,,,2008-01-27T00:00:00,,en,en,en,55.88403,rev,BCT,316422,,36234959,-3.33766,124,0,,"<Point><coordinates>-3.33766,55.88403</coordinates></Point>"
,atcoco:,act,PPT,MKD,,,6200200050,opp,Cockburn Crescent,,2009-08-10T00:00:00,ES000233,,1,,665370,,,W,,,U,Highlea Circle,,Highlea Circle,Balerno,en,,,2008-01-27T00:00:00,,en,en,en,55.87412,rev,BCT,315885,,36238297,-3.3459,124,0,,"<Point><coordinates>-3.3459,55.87412</coordinates></Point>"
,atcoco:,act,PPT,MKD,,,6200200060,before,Cockburn Crescent,,2010-02-05T00:00:00,ES000233,,3,,665885,,,NW,,,U,Crosswood Crescent,,Cockburnhill Road,Balerno,en,,,2008-01-27T00:00:00,,en,en,en,55.8787,rev,BCT,315672,,36238296,-3.34947,124,0,,"<Point><coordinates>-3.34947,55.8787</coordinates></Point>"
,atcoco:,act,PPT,MKD,,,6200200070,before,Johnsburn Road,,2003-12-03T00:00:00,ES000233,,,en,666400,,,NE,,-,U,Opp Greenpark West,,Burnside Park,Balerno,en,,,2008-01-27T00:00:00,,en,en,en,55.88339,new,BCT,316000,,36238532,-3.34439,124,0,,"<Point><coordinates>-3.34439,55.88339</coordinates></Point>"
,atcoco:,act,PPT,MKD,,,6200200080,after,Johnsburn Road,,2010-02-11T00:00:00,ES000233,,5,,666232,,,NE,,,U,opp 43 Johnsburn Road,,Clayhills Grove,Balerno,en,,,2008-01-27T00:00:00,,en,en,en,55.88184,rev,BCT,315801,,36238529,-3.34751,124,0,,"<Point><coordinates>-3.34751,55.88184</coordinates></Point>"
,atcoco:,act,PPT,MKD,,,6200200085,before,Johnsburn Road,,2010-03-03T00:00:00,ES000233,,3,,666535,,,NE,,,U,opp 3 Johnsburn Road,,Larchfield Neuk,Balerno,en,,,2008-01-27T00:00:00,,en,en,en,55.88463,rev,BCT,316188,,36238528,-3.34142,124,0,,"<Point><coordinates>-3.34142,55.88463</coordinates></Point>"
,atcoco:,act,OTH,MKD,,,6200200090,opp,Bridge Road,,2010-07-02T00:00:00,ES000233,,6,,666678,,,N,,,U,Bavelaw Green,,Balerno High School,Balerno,en,,,2008-01-27T00:00:00,,en,en,en,55.88593,rev,BCT,316277,,36234945,-3.34005,124,0,,"<Point><coordinates>-3.34005,55.88593</coordinates></Point>"
,atcoco:,act,OTH,MKD,,,6200200100,before,Bridge Road,,2009-09-16T00:00:00,ES000233,,1,,666950,,,N,,,U,Lanark Road West,,Lanark Road West,Balerno,en,,,2008-01-27T00:00:00,,en,en,en,55.88839,rev,BCT,316382,,36234939,-3.33845,124,1,,"<Point><coordinates>-3.33845,55.88839</coordinates></Point>"
,atcoco:,act,OTH,MKD,,,6200200150,after,Lanark Road West,,2010-04-22T00:00:00,ES000952,,1,,667145,,,E,,,U,at 434,,Newmills Road,Currie,en,,,2008-01-27T00:00:00,,en,en,en,55.89024,rev,BCT,316944,,36237546,-3.32953,124,0,,"<Point><coordinates>-3.32953,55.89024</coordinates></Point>"
,atcoco:,act,OTH,MKD,,,6200200160,before,Lanark Road West,,2010-03-25T00:00:00,ES000952,,1,,667332,,,E,,,U,at 394,,Stewart Road,Currie,en,,,2008-01-27T00:00:00,,en,en,en,55.89199,rev,BCT,317353,,36237548,-3.32305,124,0,,"<Point><coordinates>-3.32305,55.89199</coordinates></Point>"
,atcoco:,act,OTH,MKD,,,6200200170,opp,Lanark Road West,,2010-03-25T00:00:00,ES000952,,2,,667459,,,E,,,U,at 348,,Kinauld Leather Works,Currie,en,,,2008-01-27T00:00:00,,en,en,en,55.89317,rev,BCT,317569,,36237562,-3.31963,124,0,,"<Point><coordinates>-3.31963,55.89317</coordinates></Point>"
,atcoco:,act,OTH,MKD,,,6200200180,at,Lanark Road West,,2010-03-25T00:00:00,ES000952,,1,,667586,,,E,,,U,Youth Club,,Youth Club,Currie,en,,,2008-01-27T00:00:00,,en,en,en,55.89436,rev,BCT,317840,,36237542,-3.31534,124,0,,"<Point><coordinates>-3.31534,55.89436</coordinates></Point>"
,atcoco:,act,OTH,MKD,,,6200200190,at,Lanark Road West,,2010-03-25T00:00:00,ES000952,,2,,667705,,,E,,,U,at 3-4,,Pentland View Court,Currie,en,,,2008-01-27T00:00:00,,en,en,en,55.89546,rev,BCT,318030,,36237538,-3.31234,124,0,,"<Point><coordinates>-3.31234,55.89546</coordinates></Point>"
,atcoco:,act,PPT,MKD,,,6200200200,after,Lanark Road West,,2010-03-31T00:00:00,ES000952,,4,,667809,,,E,,,U,Riccarton Mains Road,,Library,Currie,en,,,2008-01-27T00:00:00,,en,en,en,55.89643,rev,BCT,318240,,36245236,-3.30901,124,0,,"<Point><coordinates>-3.30901,55.89643</coordinates></Point>"
,atcoco:,act,PPT,MKD,,,6200200203,opp,Currievale Drive,,2003-12-03T00:00:00,ES000952,,,en,668120,,,E,,-,U,Currievale Drive,,Palmer Road,Currie,en,,,2008-01-27T00:00:00,,en,en,en,55.89915,new,BCT,317790,,36238359,-3.3163,124,0,,"<Point><coordinates>-3.3163,55.89915</coordinates></Point>"
,atcoco:,act,OTH,MKD,,,6200200210,opp,Curriehill Road,,2010-04-22T00:00:00,ES000952,,3,,667961,,,N,,,U,Forth View Crescent,,Primary School,Currie,en,,,2008-01-27T00:00:00,,en,en,en,55.89774,rev,BCT,317940,,36234936,-3.31386,124,0,,"<Point><coordinates>-3.31386,55.89774</coordinates></Point>"
,atcoco:,act,OTH,MKD,,,6200200220,before,Riccarton Avenue,,2010-03-31T00:00:00,ES000952,,2,,668066,,,E,,,U,opp 10,,Weaver's Knowe Crescent,Currie,en,,,2008-01-27T00:00:00,,en,en,en,55.89869,rev,BCT,317961,,36237537,-3.31355,124,0,,"<Point><coordinates>-3.31355,55.89869</coordinates></Point>"
,atcoco:,act,OTH,MKD,,,6200200240,opp,Riccarton Mains Road,,2010-03-31T00:00:00,ES000952,,5,,668337,,,N,,,U,Weaver's Knowe Crescent,,Power Station,Currie,en,,,2008-01-27T00:00:00,,en,en,en,55.90116,rev,BCT,318178,,36237535,-3.31017,124,0,,"<Point><coordinates>-3.31017,55.90116</coordinates></Point>"
,atcoco:,act,PPT,MKD,,,6200200250,opp,The Avenue,,2010-06-18T00:00:00,N0078388,,3,,669251,,,S,,,U,Heriot-Watt University,,Sports Centre,Riccarton,en,,,2008-01-27T00:00:00,,en,en,en,55.90927,rev,BCT,317593,,36238745,-3.3198,124,0,,"<Point><coordinates>-3.3198,55.90927</coordinates></Point>"
,atcoco:,act,OTH,MKD,,,6200200255,SW-bound,The Avenue,,2010-06-21T00:00:00,N0078388,,3,,669352,,,W,,,U,Riccarton Campus,,Riccarton Campus,Riccarton,en,,,2008-01-27T00:00:00,,en,en,en,55.91021,rev,BCT,317746,,36234873,-3.31738,124,1,,"<Point><coordinates>-3.31738,55.91021</coordinates></Point>"
,atcoco:,act,OTH,CUS,,,6200200258,near,Riccarton Avenue West,,2010-09-10T00:00:00,N0078388,,2,,669050,,,N,,,U,University Layover,,Lord Thomson Hall,Riccarton,en,,,2008-01-27T00:00:00,,en,en,en,55.90738,rev,BCT,317105,,36245952,-3.32754,124,0,,"<Point><coordinates>-3.32754,55.90738</coordinates></Point>"
,atcoco:,act,OTH,MKD,,,6200200260,near,The Avenue,,2010-06-18T00:00:00,N0078388,,6,,669221,,,NW,,,U,Heriot-Watt University,,Sports Centre,Riccarton,en,,,2002-11-26T00:00:00,,en,en,en,55.909,rev,BCT,317591,,36234874,-3.31982,124,0,,"<Point><coordinates>-3.31982,55.909</coordinates></Point>"
,atcoco:,act,OTH,MKD,,,6200200270,NE-bound,The Avenue,,2010-06-21T00:00:00,N0078388,,2,,669463,,,E,,,U,Riccarton Campus,,Riccarton Campus,Riccarton,en,,,2008-01-27T00:00:00,,en,en,en,55.91122,rev,BCT,317870,,36234875,-3.31543,124,0,,"<Point><coordinates>-3.31543,55.91122</coordinates></Point>"
,atcoco:,act,PPT,MKD,,,6200200274,opp,Boundary Road North,,2010-06-01T00:00:00,N0078388,,2,,669651,,,E,,,U,Second Gait,,Boundary Road North,Riccarton,en,,,2008-01-27T00:00:00,,en,en,en,55.91283,rev,BCT,317391,,36246836,-3.32315,124,0,,"<Point><coordinates>-3.32315,55.91283</coordinates></Point>"
,atcoco:,del,OTH,MKD,,,6200200275,20m South,Riccarton Mains Road,,2009-01-19T00:00:00,N0078388,,9,,670043,,,N,,,U,Heriot Watt Research Park,,Research Park,Riccarton,en,,,2008-01-27T00:00:00,,en,en,en,55.91644,rev,BCT,317896,,36234876,-3.31519,124,0,,"<Point><coordinates>-3.31519,55.91644</coordinates></Point>"
,atcoco:,act,PPT,MKD,,,6200200276,near,Research Avenue North,,2010-09-13T00:00:00,N0078388,,4,,669895,,,E,,,U,Hermiston Walk,,Hermiston Walk,Riccarton,en,,,2008-01-27T00:00:00,,en,en,en,55.91502,rev,BCT,317394,,36246872,-3.32318,124,0,,"<Point><coordinates>-3.32318,55.91502</coordinates></Point>"
,atcoco:,act,OTH,MKD,,,6200200280,E-bound,A71 Calder Road,,2009-09-02T00:00:00,N0067302,,1,,670159,,,E,Edinburgh,,U,Hermiston House Road,,Hermiston Park & Ride,Hermiston,en,,,2007-03-13T00:00:00,,en,en,en,55.9175,rev,BCT,317990,,36246365,-3.31372,124,0,,"<Point><coordinates>-3.31372,55.9175</coordinates></Point>"
,atcoco:,act,OTH,MKD,,,6200200290,opp,A71,,2010-06-07T00:00:00,ES003116,,3,,669198,,,E,,,U,Dalmahoy Hotel,,Dalmahoy Country Club,Ratho,en,,,2007-03-13T00:00:00,,en,en,en,55.90827,rev,BCT,314557,,36236743,-3.36833,124,1,,"<Point><coordinates>-3.36833,55.90827</coordinates></Point>"
,atcoco:,act,OTH,MKD,,,6200200300,opp,A71,,2010-05-28T00:00:00,ES003116,,4,,669584,,,E,,,U,Heriot Watt Research Park,,Addistoun House,Ratho,en,,,2008-01-27T00:00:00,,en,en,en,55.91187,rev,BCT,315354,,36247352,-3.35571,124,0,,"<Point><coordinates>-3.35571,55.91187</coordinates></Point>"
,atcoco:,act,OTH,MKD,,,6200200320,after,Hermiston A71,,2010-09-10T00:00:00,N0067302,,2,,670178,,,E,Edinburgh,,U,Hermiston Farm,,Hermiston House Road,Hermiston,en,,,2008-01-27T00:00:00,,en,en,en,55.9176,rev,BCT,317586,,36234892,-3.32019,124,0,,"<Point><coordinates>-3.32019,55.9176</coordinates></Point>"
,atcoco:,act,OTH,MKD,,,6200200330,opp,A71,,2009-03-25T00:00:00,N0067302,,4,,670212,,,E,Edinburgh,,U,Riccarton Mains Road,,Park & Ride,Hermiston,en,,,2008-01-27T00:00:00,,en,en,en,55.91797,rev,BCT,317958,,36234878,-3.31425,124,0,,"<Point><coordinates>-3.31425,55.91797</coordinates></Point>"
,atcoco:,act,OTH,MKD,,,6200200340,at,Calder Road,,2010-07-02T00:00:00,ES003316,,3,,670582,,,E,Edinburgh,,U,Burtons Biscuits Factory,,Burtons Biscuits Factory,Sighthill,en,,,2002-11-26T00:00:00,,en,en,en,55.92148,rev,BCT,319086,,36234893,-3.29632,124,1,,"<Point><coordinates>-3.29632,55.92148</coordinates></Point>"
,atcoco:,act,PPT,MKD,,,6200200345,after,Cultins Road,,2010-05-27T00:00:00,ES003316,,2,,670788,,,N,Edinburgh,,U,Adj to Mid New Cultins Offices,,Mid New Cultins,Sighthill,en,,,2008-01-27T00:00:00,,en,en,en,55.92326,rev,BCT,318650,,36239798,-3.30336,124,1,,"<Point><coordinates>-3.30336,55.92326</coordinates></Point>"
,atcoco:,del,PPT,MKD,,,6200200350,At Sturrock Power Installation,Bankhead Drive,,2007-02-15T00:00:00,ES003316,,1,,671095,,,N,Edinburgh,,U,Bankhead Terrace,,Bankhead Industrial Estate,Sighthill,en,,,2008-01-27T00:00:00,,en,en,en,55.92612,rev,BCT,319283,,36247684,-3.29332,124,0,,"<Point><coordinates>-3.29332,55.92612</coordinates></Point>"
,atcoco:,act,OTH,MKD,,,6200200360,before,Bankhead Avenue,,2010-06-01T00:00:00,ES003316,,2,,670767,,,N,Edinburgh,,U,at Renault Garage,,Bankhead Loan,Sighthill,en,,,2008-01-27T00:00:00,,en,en,en,55.92319,rev,BCT,319375,,36236874,-3.29175,124,0,,"<Point><coordinates>-3.29175,55.92319</coordinates></Point>"
,atcoco:,act,OTH,MKD,,,6200200370,after,Bankhead Avenue,,2010-05-31T00:00:00,ES003316,,3,,671169,,,N,Edinburgh,,U,opp Ethicon,,Bankhead Medway,Sighthill,en,,,2008-01-27T00:00:00,,en,en,en,55.92679,rev,BCT,319266,,36236867,-3.29362,124,0,,"<Point><coordinates>-3.29362,55.92679</coordinates></Point>"
,atcoco:,act,OTH,MKD,,,6200200375,before,Bankhead Avenue,,2010-06-01T00:00:00,ES003316,,2,,670960,,,N,Edinburgh,,U,At Sime Malloch,,Bankhead Crossway South,Sighthill,en,,,2001-06-12T00:00:00,,en,en,en,55.92492,rev,BCT,319321,,36236869,-3.29267,124,0,,"<Point><coordinates>-3.29267,55.92492</coordinates></Point>"
,atcoco:,act,PPT,MKD,,,6200200380,near,Bankhead Crossway North,,2010-06-28T00:00:00,ES003316,,4,,671083,,,E,Edinburgh,,U,Marks and Spencer Depot,,Archives,Sighthill,en,,,2008-01-27T00:00:00,,en,en,en,55.92592,rev,BCT,318738,,36247685,-3.30204,124,0,,"<Point><coordinates>-3.30204,55.92592</coordinates></Point>"
,atcoco:,act,PPT,MKD,,,6200200390,before,Bankhead Crossway North,,2004-08-10T00:00:00,ES003316,,,en,671133,,,E,Edinburgh,-,U,At Thorn Security,,Bankhead Broadway,Sighthill,en,,,2008-01-27T00:00:00,,en,en,en,55.92641,new,BCT,318940,,36247634,-3.29882,124,0,,"<Point><coordinates>-3.29882,55.92641</coordinates></Point>"
